,-6703919,0,0,True,30.05.2022 08:00:00,30.05.2022 08:30:00
,-6703919,0,1,True,30.05.2022 08:30:00,30.05.2022 09:00:00
,-6703919,0,2,True,30.05.2022 09:00:00,30.05.2022 09:30:00
,-6703919,0,3,True,30.05.2022 09:30:00,30.05.2022 10:00:00
,-6703919,0,4,True,30.05.2022 10:00:00,30.05.2022 10:30:00
,-6703919,0,5,True,30.05.2022 10:30:00,30.05.2022 11:00:00
,-6703919,0,6,True,30.05.2022 11:00:00,30.05.2022 11:30:00
,-6703919,0,7,True,30.05.2022 11:30:00,30.05.2022 12:00:00
,-6703919,0,8,True,30.05.2022 12:00:00,30.05.2022 12:30:00
,-6703919,0,9,True,30.05.2022 12:30:00,30.05.2022 13:00:00
,-6703919,0,10,True,30.05.2022 13:00:00,30.05.2022 13:30:00
,-6703919,0,11,True,30.05.2022 13:30:00,30.05.2022 14:00:00
,-6703919,0,12,True,30.05.2022 14:00:00,30.05.2022 14:30:00
,-6703919,0,13,True,30.05.2022 14:30:00,30.05.2022 15:00:00
,-6703919,0,14,True,30.05.2022 15:00:00,30.05.2022 15:30:00
,-6703919,0,15,True,30.05.2022 15:30:00,30.05.2022 16:00:00
,-6703919,0,16,True,30.05.2022 16:00:00,30.05.2022 16:30:00
,-6703919,0,17,True,30.05.2022 16:30:00,30.05.2022 17:00:00
,-6703919,0,18,True,30.05.2022 17:00:00,30.05.2022 17:30:00
,-6703919,0,19,True,30.05.2022 17:30:00,30.05.2022 18:00:00
,-6703919,0,20,True,30.05.2022 18:00:00,30.05.2022 18:30:00
,-6703919,0,21,True,30.05.2022 18:30:00,30.05.2022 19:00:00
,-6703919,0,22,True,30.05.2022 19:00:00,30.05.2022 19:30:00
,-6703919,0,23,True,30.05.2022 19:30:00,30.05.2022 20:00:00
,-6703919,1,0,True,31.05.2022 08:00:00,31.05.2022 08:30:00
,-6703919,1,1,True,31.05.2022 08:30:00,31.05.2022 09:00:00
,-6703919,1,2,True,31.05.2022 09:00:00,31.05.2022 09:30:00
,-6703919,1,3,True,31.05.2022 09:30:00,31.05.2022 10:00:00
,-6703919,1,4,True,31.05.2022 10:00:00,31.05.2022 10:30:00
,-6703919,1,5,True,31.05.2022 10:30:00,31.05.2022 11:00:00
,-6703919,1,6,True,31.05.2022 11:00:00,31.05.2022 11:30:00
,-6703919,1,7,True,31.05.2022 11:30:00,31.05.2022 12:00:00
,-6703919,1,8,True,31.05.2022 12:00:00,31.05.2022 12:30:00
,-6703919,1,9,True,31.05.2022 12:30:00,31.05.2022 13:00:00
,-6703919,1,10,True,31.05.2022 13:00:00,31.05.2022 13:30:00
,-6703919,1,11,True,31.05.2022 13:30:00,31.05.2022 14:00:00
,-6703919,1,12,True,31.05.2022 14:00:00,31.05.2022 14:30:00
,-6703919,1,13,True,31.05.2022 14:30:00,31.05.2022 15:00:00
,-6703919,1,14,True,31.05.2022 15:00:00,31.05.2022 15:30:00
,-6703919,1,15,True,31.05.2022 15:30:00,31.05.2022 16:00:00
,-6703919,1,16,True,31.05.2022 16:00:00,31.05.2022 16:30:00
,-6703919,1,17,True,31.05.2022 16:30:00,31.05.2022 17:00:00
,-6703919,1,18,True,31.05.2022 17:00:00,31.05.2022 17:30:00
,-6703919,1,19,True,31.05.2022 17:30:00,31.05.2022 18:00:00
,-6703919,1,20,True,31.05.2022 18:00:00,31.05.2022 18:30:00
,-6703919,1,21,True,31.05.2022 18:30:00,31.05.2022 19:00:00
,-6703919,1,22,True,31.05.2022 19:00:00,31.05.2022 19:30:00
,-6703919,1,23,True,31.05.2022 19:30:00,31.05.2022 20:00:00
,-6703919,2,0,True,01.06.2022 08:00:00,01.06.2022 08:30:00
,-6703919,2,1,True,01.06.2022 08:30:00,01.06.2022 09:00:00
,-6703919,2,2,True,01.06.2022 09:00:00,01.06.2022 09:30:00
,-6703919,2,3,True,01.06.2022 09:30:00,01.06.2022 10:00:00
,-6703919,2,4,True,01.06.2022 10:00:00,01.06.2022 10:30:00
,-6703919,2,5,True,01.06.2022 10:30:00,01.06.2022 11:00:00
,-6703919,2,6,True,01.06.2022 11:00:00,01.06.2022 11:30:00
,-6703919,2,7,True,01.06.2022 11:30:00,01.06.2022 12:00:00
,-6703919,2,8,True,01.06.2022 12:00:00,01.06.2022 12:30:00
,-6703919,2,9,True,01.06.2022 12:30:00,01.06.2022 13:00:00
,-6703919,2,10,True,01.06.2022 13:00:00,01.06.2022 13:30:00
,-6703919,2,11,True,01.06.2022 13:30:00,01.06.2022 14:00:00
,-6703919,2,12,True,01.06.2022 14:00:00,01.06.2022 14:30:00
,-6703919,2,13,True,01.06.2022 14:30:00,01.06.2022 15:00:00
